sentence1,sentence2,label,index,gold_label
"a beautiful , tiny and completely unspoilt village in Northamptonshire which is used as a rat run between our local town and a much larger city . I have absolutely no objection","a tiny village in the middle of nowhere in a country where there are only a few people living in the town, and a few rats running around",0.5,6735,neutral
"I was now supposed to be one of the glamorous elite, cheerfully enjoying the 'high life'.","It was a very difficult time, as the whole world seemed to be falling apart around me. I was in a very dark place.",0.5,2227,neutral
"dizzyingly full of stuff - painted , papered , bejeweled or mosaiced - from fun flea market paintings and mismatched floral wallpapers to the neon-lit toy Octopus funfair ride at the centre","dazzlingly packed with things of all shapes, sizes and colours, from the most mundane of household items to a full-blown art gallery",0.5,9026,neutral
The sandstone makes good flat stones for dry wall building and paving.,The sandstone makes good flat stones for dry wall building and paving,0.9,1287,entailment
viewed with Internet Explorer Back to SA main site Contact us : By email By snail mail : Strange Attractor PO Box 51339 London N 1 3 XY UK Family SA Arthur,Viewed with Internet Explorer Back to SA main site Contact us : By email By snail mail : Strange Attractor PO Box 51339 London N 1 3 XY UK Family SA Arthur,0.9,5812,entailment
on the left . We are the building on the left as you enter the car park . Directions from Railway Station Turn right from station and then right again at mini,to go down the escalators and then left again to go up the stairs and then right again at the end of the stairs to go into the car park.,0.5,10514,neutral
"commission on each listing and sale . Some people view the site as an online flea market where supply and demand dictate prices . Whatever you call it , eBay has built",a huge business by offering a huge variety of items and a wide variety of prices.,0.5,9001,neutral
"to find a vest-top . No matter that said vest-top is 200 , or a cocktail dress almost 1,000 - women still ca n't get enough of those colourful prints . At","that same time, I was in the store buying a t shirt that was the exact opposite of that one.",0.1,9953,contradiction
"needs to be improved . The freeing-up of radio spectrum for new applications and modernising public services both need to be sped up too , the authors say . Reding added :","needs a major overhaul, including a new communications policy and an end to the ",0.1,6933,contradiction
"capture / forms processing software . Forms processing can enable documents such as surveys , application forms , invoices and questionnaires to be scanned and automatically processed to a database . The","is used by corporations, government agencies and private organizations. The",0.1,11009,contradiction
"meeting this Standard in their teaching , the analysis of , for example , video-based case studies of pupils for whom English is an additional language or the preparation of resources might",for the purpose of the Standard,0.5,10455,neutral
The roots dissolve until the milk teeth fall out.,The milk teeth fall out until the roots dissolve.,0.9,4716,entailment
"shopping , the first thing to remember is that you should not park in the parking lot and walk to the mall buildings , because you will probably get killed . Instead","you will probably have a very nice experience in shopping, but if you don't, it's ok, it happens.",0.5,7121,neutral
"Claw . The central characters are great too , Eriko Sato is more than just eye candy as Honey ( although she is absolutely stunning , and spends several scenes running around",Claw is a fun and fast paced action adventure game with some great character designs and some very interesting gameplay,0.5,9251,neutral
