sentence1,sentence2,label,index,gold_label
challenging test . I think it must sound as if it were written to an agony aunt asking for help . Ps . I have the same problems writing in my own,I think it must sound like the first part is a bit more difficult than the second.,0.5,9963,neutral
"of investment in Adria over the last few years together with Seagate and a major call centre with Stream . Increasingly in an international business environment , competition had grown considerably .",Adria and Seagate have been in the business for some time. Seagate has been the major supplier of SSDs in the industry for several years.,0.5,9543,neutral
The news agency which filmed this event was threatened until it agreed to withdraw the footage from circulation.,The news agency which filmed this event has refused to withdraw the footage from circulation. The police have been asked to take further steps.,0.5,2856,neutral
"in the Meyrick Suite , BIC at 12.45 pm . Hmm , that 's the graveyard shift of conference week is n't it ? Not at all-it 's the fringe meeting so",the Meyrick Suite at 12.45 pm is the place where you can get a beer with a friend,0.9,7739,entailment
"dads working two jobs , dead end jobs , labor workers , helpers , graveyard shift workers , long commuters , students and on and on and on . Actually ,","I have a job as an editor, and I also do freelance writing.",0.1,7754,contradiction
"at the back there . Grammar makes for good headlines , unlikely best-sellers and ELT cash cows because deep down and for all sorts of reasons we wish it would do a",the same thing,0.9,9352,entailment
turned up on time because he remembered to wind his watch . Smith won the spelling bee because she knew how to spell ' antimacassar ' . Factive mental states are broad,Smith turned up early because he was late for a meeting. She didn't know the correct word for'antismassar '. The mental state of'antismassar'is wide.,0.1,5013,contradiction
sat in . ljayrod@aol.com rs-ford 's comments : Looks good ... you must be on cloud nine !!! looks really good on the grass where did you find the same shade as,I've been looking at my car lately and noticed the rear window is cracked. Is the rear window a safety issue?,0.1,9032,contradiction
"stops being a crusade , then there is no point to politics . In a swan song article just before his retirement from party leadership , Paddy Ashdown wrote this about Tony","I don't think Tony is going to be around for much longer, but he's a very important figure in the party. I think the party is going to miss him very much.",0.5,4953,neutral
"As soon as they arrived at the circus, Adam bought popcorn and delicious cotton candy.","When he got home, his mom asked him what he did all day. Adam replied 'I rode a pony'.",0.1,939,contradiction
Add some slices of lemon to your iced tea or sparkling water.,Add some sliced oranges and a little sugar to your iced tea or sparkling water.,0.5,3708,neutral
"Like Jimmy Greaves and Gary Lineker, Owen is a lancer not a foot soldier.","Like the great Owen Hargreaves, he is a lancer, and not a foot soldier.",0.5,1551,neutral
sat in . ljayrod@aol.com rs-ford 's comments : Looks good ... you must be on cloud nine !!! looks really good on the grass where did you find the same shade as,sat in. ljayrod@aol.com rs-ford's comments : I can't wait to see it on the track,0.9,9027,entailment
"about speeding vehicles , including the delivery lorries and the road being used as a rat run . John stressed that everyone with views on the proposals should write to the Planning","about the proposed changes in traffic, particularly the use of the road as a rat run, the proposed road widening, and the proposed changes in speed limit. ",0.5,6034,neutral
